ID,Name,Description,URL,Created,Vendor,Types,"Access Modes","Alt. Names / Keywords","Use Proxy","Friendly URL",Subjects,"More Info","Librarian Review","Map Ct",New,Trial,Featured,"Permitted Uses",Hidden,"Internal Note",Owner,"Landing Page"
25350143,"Apartheid: Global Perspectives, 1946-1996","1946-1996, translated news broadcasts, newspapers and government documents on apartheid in South Africa and the global response to it from 1946-1996. Contains primary source materials from the U.S. Central Intelligence Agency archives.",https://infoweb.newsbank.com/apps/readex/advanced?p=TOPAPART&f=advanced,"2016-09-19 09:42:50 AM",Readex,"Primary sources",,,Yes,,"African & African Diaspora Studies, History, International Studies, Political Science & Government",,,3,No,No,No,,No,,"LibApps, Asset Manager",OFF
1589190,"Archive Finder","Descriptions of special collections of primary source material housed in thousands of repositories across the U.S., U.K., and Ireland.",https://www.proquest.com/archivefinder?accountid=9673,"2014-06-09 03:37:06 PM",Proquest,,,,No,,"Archives & Special Collections",,,17,No,No,No,,No,,"Libraries, Boston College",OFF
5075868,"Archive of Celtic-Latin Literature","A full-text database of the corpus of Latin literature produced in Celtic-speaking Europe from the period 400-1200 C.E. Contains texts from important authors such as St. Patrick, Augustinus Hibernicus, Columbanus, Sedulius Scottus, John Scottus Eriugena, Peter Abelard.",https://clt.brepolis.net/acll/Default.aspx,"2014-09-17 01:03:09 PM",Brepols,,,,Yes,,"Irish Studies, Philosophy, Theology",,,4,No,No,No,,No,,"Busenbark, Lawrence",OFF
1589013,ArchiveGrid,"Descriptions of special collections of primary source material housed in thousands of repositories across the U.S. and some worldwide.",https://beta.worldcat.org/archivegrid,"2011-01-06 11:20:02 AM",,Reference,,"Archive Grid, ArchivesGrid",No,,"Archives & Special Collections",,,17,No,No,No,,No,,"Libraries, Boston College",OFF
52169228,"Archives Direct (Adam Matthew)","Archives Direct is a suite of collections sourced from The National Archives, Kew, the official archive of the United Kingdom. Containing diplomatic correspondence, letters, reports, surveys, material from newspapers, statistical analyses, published pamphlets, ephemera, military papers, profiles of prominent individuals, maps and many other types of document, it consists of the history of the nineteenth and twentieth centuries from the British states point of view.",https://www.archivesdirect.amdigital.co.uk,"2020-02-04 01:45:06 PM","Adam Matthew",,,,Yes,,"African & African Diaspora Studies, Asian Studies, History, International Studies, Islamic Civilization & Societies, Latin American Studies",,,0,No,No,No,,No,"Umbrella title;HIP","LibApps, Asset Manager",OFF
36950253,"Archives of sexuality & gender. LGBTQ history and culture since 1940. Parts I & II","Archives of Sexuality & Gender, the largest collection available in support of the study of gender and sexuality, enables scholars to make new connections in LGBTQ history and activism. Part I of this collection consists of 20 individual collections, with a total page count of nearly one and a half million pages. Documents span from 1940 to 2014, with the bulk from 1950 to 1990. Part II of the series includes the collections: International Perspectives on LGBTQ Activism and Culture; L'Enfer de la Bibliothèque nationale de France; Sex and Sexuality, Sixteenth to Twentieth Century.",https://infotrac.galegroup.com/itweb/mlin_m_bostcoll?db=AHSI,"2017-10-27 09:16:11 AM",Gale,"Primary sources",,,No,,"Gender Studies, History, Sociology & Anthropology",,,7,No,No,No,,Yes,WS,"Homzie, Leslie",OFF
52170279,"Archives Unbound","Presents topically-focused digital collections of historical documents. A multi-disciplinary resource, collections cover a broad range of topics, such as African Studies, American Studies, Asian Studies,British and European History, Business and Economic History, Gender, Sexuality, and Womens Studies, Holocaust Studies, International Relations, Middle Eastern Studies, Religious Studies. Particular strengths include U.S. foreign policy; U.S. civil rights; global affairs and colonial studies; and modern history. Collections are chosen based on requests from scholars, archivists, and students.",https://link.gale.com/apps/GDSC?u=mlin_m_bostcoll,"2020-02-04 02:10:07 PM",Gale,,,,No,,"African & African Diaspora Studies, Gender Studies, History, International Studies, Islamic Civilization & Societies, Political Science & Government",,,0,No,No,No,,No,"Umbrella title;HIP","LibApps, Asset Manager",OFF
67373442,"Archives Unbound: Holocaust Studies Collection","This collection incorporates anti-Semitic propaganda, correspondence from prisoners, documents from resistance groups, bank records from Nazi financiers, eyewitness accounts from concentration camps, and much more.",https://go.gale.com/ps/exploreCollections?userGroupName=mlin_m_bostcoll&prodId=GDSC&category=HolocaustStudies&sid=bookmark-GDSC,"2022-06-22 02:24:56 PM",Gale,,,,No,,"Jewish Studies",,,0,No,No,No,,No,EXTRA,"Bogdanovsky, Nina",OFF
11322420,"Archives Unbound: Middle East Studies Collection","1914-1991, topically-focused digital collections of historical documents from the Middle East and North Africa",https://go.gale.com/ps/exploreCollections?userGroupName=mlin_m_bostcoll&inPS=true&prodId=GDSC&category=MiddleEasternStudies,"2015-05-26 03:08:43 PM",Gale,"E-book/Text collections",,,No,,"History, Islamic Civilization & Societies",,,4,No,No,No,,No,,"LibApps, Asset Manager",OFF
42959762,"Art & Architecture ePortal","Portal provides access to important works of scholarship in the history of art, architecture, decorative arts, photography, and design.",https://www.aaeportal.com/home,"2018-07-10 01:32:49 PM",,,,"Art & Architecture Portal, A&A Portal, A&AePortal, A&A ePortal",Yes,,"Art & Architecture",,,2,No,No,No,,No,BPP,"Bogdanovsky, Nina",OFF
1589412,"Art & Architecture Source","Art Source covers articles, books, podcasts and more from fine, decorative and commercial art, architecture and architectural design from over 700 full-text journals, 220 full-text books, and a collection of over 63,0000 images, It includes and expands coverage provided by Art Full Text and Art Retrospective. Coverage: 1914 - current.","https://search.ebscohost.com/login.aspx?authtype=ip,shib&profile=ehost&defaultdb=asu&custid=s4194587","2014-06-09 11:18:52 PM",EBSCO,Articles,,,No,,"Art & Architecture",,,39,No,No,No,,No,,"Scheopner, Erin Kate",OFF
1589197,"Art Index Retrospective","Source of citations to articles and book reviews published between 1929 and 1984 in over 600 Art and Architecture periodicals.","https://search.ebscohost.com/login.aspx?authtype=ip,shib&profile=ehost&defaultdb=air&custid=s4194587","2014-06-09 03:45:57 PM",EBSCO,Articles,,,No,,"Art & Architecture",,,6,No,No,No,,No,,"Florin, Ben",OFF
1589193,"ARTbibliographies Modern","Source of comprehensive abstracts of journal articles, books, essays, exhibition catalogs, PhD dissertations, and exhibition reviews of modern and contemporary arts dating from the late 19th century onwards, including performance art and installation works, video art, computer and electronic art, museum design, fashion, and photography.",https://search.proquest.com/artbibliographies/advanced?accountid=9673,"2014-06-09 03:38:37 PM",Proquest,Articles,,,No,,"Art & Architecture",,,10,No,No,No,,No,,"Florin, Ben",OFF
5086652,"Arte Público Hispanic Historical Collection: Series 1","Presents a digital collection of historical content pertaining to U.S. Hispanic history, literature and culture in its written form since colonial times until 1960 through key aspects of the &quot;Recovering the U.S. Hispanic Literary Heritage Project,&quot; including original books, a microfilm collection of historical newspapers, religious books in microfilm and digitized form, archival and manuscript collections, a collection of photographs, an extensive authority list, and reprinted historical books in scholarly editions. EBSCO collection.","https://search.ebscohost.com/login.aspx?authtype=ip,shib&profile=ehost&defaultdb=h6a&custid=s4194587","2014-09-18 10:45:53 AM",EBSCO,"E-book/Text collections;Primary sources;Historical newspapers",,,No,,"History, Latin American Studies, Romance Languages & Literatures",,,7,No,No,No,,No,,"Scheopner, Erin Kate",OFF
5086653,"ARTFL Project","The ARTFL Project provides access to a variety of databases supporting the study of French, Italian and Provenal languages and literatures, including FRANTEXT (more than 3500 texts in French), Tout Voltaire, Rousseau Online, Provenal Poetry, Opera del Vocabolario Italiano, and several historical dictionaries of French.",https://artfl-project.uchicago.edu/,"2014-09-18 10:45:59 AM","University of Chicago","E-book/Text collections",,,Yes,,"Romance Languages & Literatures",,,5,No,No,No,,No,RLP,"Strauber, Chris",OFF
1589200,"Arts & Humanities Full Text","Full text articles from over 500 scholarly peer-reviewed journals covering Art, Architecture, Design, History, Philosophy, Music, Literature, Theatre and Cultural Studies and is designed to reflect the interdisciplinarity of contemporary study in the arts and humanities.",https://search.proquest.com/artshumanities/advanced?accountid=9673,"2014-06-09 03:55:20 PM",Proquest,Articles,,,No,,"Art & Architecture",,,20,No,No,No,,No,,"Scheopner, Erin Kate",OFF
1589015,"Arts and Humanities Citation Index (Web of Science)","The Arts & Humanities Citation Index, a subfile of the Web of Science database, provides unique access to the bibliographic information and cited references of all items published in leading arts and humanities journals.",https://webofknowledge.com/?DestApp=WOS&editions=AHCI,"2011-01-06 11:20:02 AM",,Articles,,,Yes,,"Art & Architecture, Classical Studies, Irish Studies, Philosophy, Theology",,,17,No,No,No,,Yes,,"LibApps, Asset Manager",OFF
5087820,ArXiv.org,"arXiv is an e-print service in the fields of physics, mathematics, non-linear science, computer science, quantitative biology and statistics supported by Cornell University.",https://arxiv.org/,"2014-09-18 11:44:54 AM",,Articles;Preprints,,,No,,"Biology, Chemistry, Computer Science, Earth & Environmental Sciences, Engineering, Mathematics, Physics",,,10,No,No,No,,No,,"LibApps, Asset Manager",OFF
34243929,"ASFA: Aquatic Sciences and Fisheries Abstracts?","Search literature about the science, technology, management, and conservation of marine, brackish water, and freshwater resources and environments, including their socio-economic and legal aspects.",https://search.proquest.com/asfa/science/fromDatabasesLayer?accountid=9673,"2017-07-25 08:48:49 AM",Proquest,,,,No,,"Biology, Environmental Studies",,,0,No,No,No,,Yes,,"LibApps, Asset Manager",OFF
1589540,"Asian American Drama","Asian American Drama contains more than 250 plays by over 40 playwrights, together with detailed, fielded information on related productions, theaters, production companies, and more. Many of the plays have never been published before. The collection begins with the works of Sadakichi Hartmann in the late nineteenth century and includes such contemporary playwrights as Philip Kan Gotanda, Elizabeth Wong, and Jeannie Barroga. The database also includes selected playbills, production photographs and other ephemera related to the plays.",https://aadr.alexanderstreet.com/,"2014-06-10 12:14:34 AM","Alexander Street Press","E-book/Text collections;Multimedia;Primary sources",,,Yes,,"Asian Studies, English Language & Literature, Theatre & Dance",,,5,No,No,No,,No,,"LibApps, Asset Manager",OFF
